,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
452,10225278,HY412416,09/06/2015 03:34:00 AM,045XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,1113,11.0,28.0,26.0,06,1146319.0,1898306.0,2015,02/10/2018 03:50:01 PM,41.876932377,-87.738227419,"(41.876932377, -87.738227419)",11.0,21572.0,27.0,716.0,23.0,30.0,16.0,90.0
453,10225279,HY412275,09/06/2015 01:30:00 AM,076XX S WINCHESTER AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,False,False,611,6.0,18.0,71.0,03,1164682.0,1854039.0,2015,02/10/2018 03:50:01 PM,41.755089543,-87.672054688,"(41.755089543, -87.672054688)",6.0,21554.0,70.0,573.0,31.0,59.0,20.0,231.0
454,10225280,HY412387,09/06/2015 03:15:00 AM,016XX W 115TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,BAR OR TAVERN,False,False,2234,22.0,34.0,75.0,04A,1167266.0,1828441.0,2015,02/10/2018 03:50:01 PM,41.684789786,-87.6633151,"(41.684789786, -87.6633151)",45.0,22212.0,74.0,378.0,22.0,13.0,9.0,263.0
455,10225281,HY412325,09/06/2015 02:23:00 AM,083XX S PERRY AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,False,True,622,6.0,21.0,44.0,04A,1177060.0,1849717.0,2015,02/10/2018 03:50:01 PM,41.742959421,-87.62682291,"(41.742959421, -87.62682291)",18.0,21554.0,40.0,1.0,13.0,59.0,20.0,236.0
456,10225282,HY409709,09/04/2015 06:26:00 AM,045XX N BROADWAY,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,False,False,1913,19.0,46.0,3.0,04B,1168195.0,1930423.0,2015,02/10/2018 03:50:01 PM,41.964618881,-87.656975296,"(41.964618881, -87.656975296)",37.0,22616.0,31.0,241.0,39.0,15.0,5.0,6.0
457,10225283,HY412303,09/06/2015 01:59:00 AM,053XX S LAWNDALE AVE,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,RESIDENCE,True,True,822,8.0,23.0,62.0,02,1152615.0,1868916.0,2015,02/10/2018 03:50:01 PM,41.79616037,-87.715885925,"(41.79616037, -87.715885925)",35.0,22248.0,60.0,792.0,6.0,56.0,13.0,129.0
458,10225284,HY412393,09/06/2015 03:00:00 AM,024XX W DEVON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,2412,24.0,50.0,2.0,14,1158691.0,1942407.0,2015,02/10/2018 03:50:01 PM,41.997704063,-87.691588808,"(41.997704063, -87.691588808)",42.0,4450.0,20.0,41.0,27.0,12.0,11.0,46.0
459,10225285,HY412171,09/05/2015 11:20:00 PM,018XX W FARWELL AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,True,False,2424,24.0,49.0,1.0,04A,1162801.0,1945648.0,2015,02/10/2018 03:50:01 PM,42.006511933,-87.676378151,"(42.006511933, -87.676378151)",3.0,21853.0,10.0,44.0,5.0,9.0,11.0,33.0
460,10225286,HY412402,09/06/2015 03:30:00 AM,118XX S YALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,522,5.0,34.0,53.0,07,1176741.0,1826376.0,2015,02/10/2018 03:50:01 PM,41.67891566,-87.628691588,"(41.67891566, -87.628691588)",45.0,21861.0,50.0,255.0,22.0,19.0,10.0,267.0
461,10225287,HY406826,09/01/2015 11:30:00 AM,077XX S RHODES AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENCE-GARAGE,False,False,624,6.0,6.0,69.0,07,1181245.0,1853836.0,2015,02/10/2018 03:50:01 PM,41.754167102,-87.611362411,"(41.754167102, -87.611362411)",31.0,21546.0,67.0,496.0,32.0,61.0,20.0,227.0
462,10225288,HY412360,09/06/2015 03:30:00 AM,084XX S HONORE ST,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,False,614,6.0,18.0,71.0,08B,1165486.0,1848699.0,2015,02/10/2018 03:50:01 PM,41.740418815,-87.669259274,"(41.740418815, -87.669259274)",6.0,21554.0,70.0,532.0,13.0,59.0,20.0,237.0
463,10225289,HY412391,09/06/2015 02:00:00 AM,085XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,613,6.0,21.0,71.0,08B,1169813.0,1848186.0,2015,02/10/2018 03:50:01 PM,41.738918351,-87.653420453,"(41.738918351, -87.653420453)",18.0,21554.0,70.0,530.0,13.0,59.0,20.0,233.0
464,10225290,HY406854,09/02/2015 02:20:00 AM,075XX S CHAMPLAIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,624,6.0,6.0,69.0,14,1181871.0,1855111.0,2015,02/10/2018 03:50:01 PM,41.757651399,-87.609029009,"(41.757651399, -87.609029009)",31.0,21546.0,67.0,496.0,32.0,61.0,20.0,227.0
465,10225291,HY412396,09/06/2015 04:10:00 AM,098XX S MERRILL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,431,4.0,7.0,51.0,05,1192394.0,1840222.0,2015,02/10/2018 03:50:01 PM,41.716545037,-87.570947551,"(41.716545037, -87.570947551)",43.0,21202.0,48.0,252.0,37.0,25.0,19.0,249.0
466,10225292,HY411161,09/05/2015 04:30:00 AM,011XX W 18TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,False,False,1235,12.0,25.0,31.0,11,1168862.0,1891562.0,2015,02/10/2018 03:50:01 PM,41.85796756,-87.655651842,"(41.85796756, -87.655651842)",8.0,14920.0,33.0,365.0,26.0,43.0,15.0,158.0
467,11227287,JB147188,10/08/2017 03:00:00 AM,092XX S RACINE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,2222,22.0,21.0,73.0,02,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
468,10225293,HY409640,09/03/2015 09:00:00 PM,023XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1225,12.0,2.0,28.0,08B,1160842.0,1898642.0,2015,02/10/2018 03:50:01 PM,41.877565688,-87.684893829,"(41.877565688, -87.684893829)",48.0,21184.0,29.0,766.0,46.0,28.0,15.0,139.0
469,10225294,HY412378,09/06/2015 03:50:00 AM,014XX W LAKE ST,0560,ASSAULT,SIMPLE,BAR OR TAVERN,True,False,1224,12.0,27.0,28.0,08A,1166633.0,1901539.0,2015,02/10/2018 03:50:01 PM,41.885393253,-87.663547848,"(41.885393253, -87.663547848)",41.0,14917.0,29.0,63.0,46.0,44.0,15.0,92.0
470,10225295,HY412428,09/06/2015 05:00:00 AM,016XX W WARREN BLVD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1224,12.0,27.0,28.0,03,1165396.0,1900424.0,2015,02/10/2018 03:50:01 PM,41.882360009,-87.668122063,"(41.882360009, -87.668122063)",41.0,21184.0,29.0,90.0,46.0,28.0,15.0,92.0
471,11227583,JB147595,03/28/2017 02:00:00 PM,026XX W 79TH ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,False,False,835,8.0,18.0,70.0,05,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
472,10225296,HY412414,09/06/2015 04:57:00 AM,017XX N PULASKI RD,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,True,False,2535,25.0,30.0,20.0,18,1149436.0,1911560.0,2015,02/10/2018 03:50:01 PM,41.913242861,-87.726438397,"(41.913242861, -87.726438397)",27.0,22535.0,24.0,285.0,49.0,2.0,6.0,194.0
473,10225298,HY412410,09/06/2015 04:30:00 AM,009XX W BELMONT AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,True,False,1924,19.0,44.0,6.0,04B,1169247.0,1921430.0,2015,02/10/2018 03:50:01 PM,41.939918899,-87.653369734,"(41.939918899, -87.653369734)",38.0,4449.0,57.0,681.0,25.0,22.0,5.0,31.0
474,11227293,JB147230,09/09/2017 08:17:00 PM,060XX S EBERHART AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,313,3.0,20.0,42.0,06,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
475,10045766,HY234363,04/24/2015 03:30:00 PM,044XX W MONTANA ST,2022,NARCOTICS,POSS: COCAINE,ALLEY,True,False,2524,25.0,31.0,20.0,18,1146361.0,1915952.0,2015,02/10/2018 03:50:01 PM,41.925354094,-87.737623298,"(41.925354094, -87.737623298)",7.0,22615.0,21.0,439.0,17.0,2.0,6.0,181.0
476,10225300,HY412420,09/06/2015 04:26:00 AM,013XX N HUDSON AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,False,1821,18.0,27.0,8.0,08B,1173068.0,1909520.0,2015,02/10/2018 03:50:01 PM,41.907153315,-87.639680572,"(41.907153315, -87.639680572)",41.0,14926.0,37.0,309.0,46.0,54.0,14.0,198.0
477,10225301,HY412409,09/06/2015 04:40:00 AM,0000X E CULLERTON ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,131,1.0,3.0,33.0,03,1177012.0,1890716.0,2015,02/10/2018 03:50:01 PM,41.855465665,-87.625762224,"(41.855465665, -87.625762224)",12.0,21194.0,34.0,374.0,9.0,40.0,22.0,94.0
478,11227634,JB147599,08/26/2017 10:00:00 AM,001XX W RANDOLPH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,False,False,122,1.0,42.0,32.0,02,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
479,10225302,HY412399,09/06/2015 03:52:00 AM,007XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1135,11.0,2.0,27.0,08B,1157822.0,1896479.0,2015,02/10/2018 03:50:01 PM,41.871692279,-87.696041461,"(41.871692279, -87.696041461)",48.0,21184.0,28.0,38.0,23.0,28.0,16.0,146.0
480,10225303,HY410996,09/05/2015 12:35:00 AM,011XX N CLEVELAND AVE,031A,ROBBERY,ARMED: HANDGUN,TAXICAB,True,False,1823,18.0,27.0,8.0,03,1172667.0,1908071.0,2015,02/10/2018 03:50:01 PM,41.903186071,-87.641196552,"(41.903186071, -87.641196552)",41.0,14926.0,37.0,148.0,46.0,54.0,14.0,51.0
481,10225304,HY412206,09/06/2015 12:11:00 AM,007XX N SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1121,11.0,27.0,23.0,08B,1154574.0,1904769.0,2015,02/10/2018 03:50:01 PM,41.894506426,-87.707744348,"(41.894506426, -87.707744348)",41.0,21572.0,24.0,177.0,46.0,30.0,16.0,65.0
482,10225305,HY412267,09/05/2015 07:30:00 AM,002XX E ERIE ST,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,HOSPITAL BUILDING/GROUNDS,False,False,1834,18.0,42.0,8.0,20,1178056.0,1904830.0,2015,12/18/2018 04:13:04 PM,41.894171604,-87.621500665,"(41.894171604, -87.621500665)",22.0,21182.0,37.0,158.0,36.0,6.0,14.0,74.0
483,10225306,HY412421,09/06/2015 04:52:00 AM,014XX W CERMAK RD,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,1235,12.0,25.0,31.0,04A,1167209.0,1889523.0,2015,02/10/2018 03:50:01 PM,41.852408005,-87.661777875,"(41.852408005, -87.661777875)",8.0,14920.0,33.0,126.0,26.0,43.0,15.0,158.0
484,10225307,HY412425,09/06/2015 04:55:00 AM,047XX W RACE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1111,11.0,28.0,25.0,14,1144691.0,1903241.0,2015,02/10/2018 03:50:01 PM,41.890505423,-87.744080595,"(41.890505423, -87.744080595)",11.0,22216.0,26.0,695.0,23.0,32.0,16.0,68.0
485,10225308,HY412341,09/06/2015 02:35:00 AM,013XX W ADDISON ST,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,SIDEWALK,True,False,1923,19.0,44.0,6.0,22,1166847.0,1924028.0,2015,09/17/2015 11:37:18 AM,41.947099832,-87.662115668,"(41.947099832, -87.662115668)",38.0,21186.0,57.0,728.0,25.0,53.0,5.0,12.0
486,10225309,HY412380,09/06/2015 03:15:00 AM,009XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1112,11.0,27.0,23.0,08B,1150881.0,1906019.0,2015,02/10/2018 03:50:01 PM,41.898009641,-87.721274991,"(41.898009641, -87.721274991)",41.0,4299.0,24.0,456.0,46.0,5.0,16.0,66.0
487,10225310,HY412349,09/06/2015 01:45:00 AM,0000X E CHESTNUT ST,0560,ASSAULT,SIMPLE,HOTEL/MOTEL,False,False,1833,18.0,42.0,8.0,08A,1176408.0,1906333.0,2015,02/10/2018 03:50:01 PM,41.898333269,-87.62750777,"(41.898333269, -87.62750777)",22.0,21182.0,37.0,104.0,11.0,6.0,14.0,71.0
488,10225312,HY412422,09/06/2015 04:40:00 AM,048XX N WESTERN AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,2031,20.0,47.0,4.0,03,1159485.0,1932302.0,2015,02/10/2018 03:50:01 PM,41.969959151,-87.688947636,"(41.969959151, -87.688947636)",13.0,21849.0,6.0,54.0,18.0,20.0,2.0,61.0
489,10225313,HY412419,09/06/2015 02:30:00 AM,002XX E ONTARIO ST,0810,THEFT,OVER $500,SIDEWALK,False,False,1834,18.0,42.0,8.0,06,1177968.0,1904539.0,2015,02/10/2018 03:50:01 PM,41.893375089,-87.62183272,"(41.893375089, -87.62183272)",22.0,21182.0,37.0,158.0,36.0,6.0,14.0,74.0
490,10225314,HY412407,09/06/2015 03:32:00 AM,045XX W JACKSON BLVD,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,True,False,1113,11.0,28.0,26.0,08B,1146319.0,1898306.0,2015,09/17/2015 11:37:18 AM,41.876932377,-87.738227419,"(41.876932377, -87.738227419)",11.0,21572.0,27.0,716.0,23.0,30.0,16.0,90.0
491,10225315,HY412417,09/06/2015 04:00:00 AM,050XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1712,17.0,39.0,14.0,08B,1149149.0,1933101.0,2015,02/10/2018 03:50:01 PM,41.972358697,-87.72693294,"(41.972358697, -87.72693294)",28.0,21849.0,14.0,127.0,38.0,20.0,1.0,48.0
492,10225316,HY412431,09/06/2015 05:30:00 AM,005XX W VAN BUREN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,121,1.0,2.0,28.0,14,1172646.0,1898435.0,2015,02/10/2018 03:50:01 PM,41.876744768,-87.641559043,"(41.876744768, -87.641559043)",48.0,14917.0,29.0,97.0,26.0,44.0,22.0,91.0
493,10225320,HY412333,09/06/2015 02:17:00 AM,018XX W HURON ST,0550,ASSAULT,AGGRAVATED PO: HANDGUN,ALLEY,True,False,1221,12.0,1.0,24.0,04A,1163912.0,1904710.0,2015,02/10/2018 03:50:01 PM,41.89415257,-87.673450286,"(41.89415257, -87.673450286)",24.0,21560.0,25.0,519.0,41.0,4.0,15.0,80.0
494,10225321,HY412442,09/06/2015 04:45:00 AM,098XX S MERRILL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,431,4.0,7.0,51.0,07,1192394.0,1840222.0,2015,02/10/2018 03:50:01 PM,41.716545037,-87.570947551,"(41.716545037, -87.570947551)",43.0,21202.0,48.0,252.0,37.0,25.0,19.0,249.0
495,10225322,HY412461,09/06/2015 06:30:00 AM,051XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,231,2.0,3.0,40.0,06,1178468.0,1871084.0,2015,02/10/2018 03:50:01 PM,41.80156088,-87.621015557,"(41.80156088, -87.621015557)",12.0,21192.0,7.0,218.0,9.0,10.0,24.0,125.0
496,11645568,JC212803,12/18/2018 11:00:00 AM,032XX N WILTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1924,19.0,44.0,6.0,11,,,2018,04/06/2019 04:04:43 PM,,,,,,,,,,,
497,10225323,HY412406,09/06/2015 04:15:00 AM,062XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,False,311,3.0,20.0,40.0,14,1179989.0,1863814.0,2015,02/10/2018 03:50:01 PM,41.781576603,-87.615660095,"(41.781576603, -87.615660095)",53.0,22260.0,7.0,404.0,4.0,60.0,18.0,251.0
498,10225324,HY411848,09/05/2015 05:15:00 PM,069XX S DR MARTIN LUTHER KING JR DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,False,False,322,3.0,6.0,69.0,11,1180120.0,1858995.0,2015,02/10/2018 03:50:01 PM,41.768349782,-87.615327329,"(41.768349782, -87.615327329)",31.0,22260.0,67.0,480.0,32.0,60.0,18.0,211.0
499,11859727,JC471542,10/13/2019 07:00:00 PM,016XX W ADDISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1922,19.0,47.0,6.0,14,1164930.0,1923972.0,2019,10/20/2019 04:03:03 PM,41.946987144,-87.669163602,"(41.946987144, -87.669163602)",13.0,4449.0,57.0,689.0,18.0,53.0,5.0,19.0
500,11227517,JB138481,02/10/2013 12:00:00 AM,071XX S LAFAYETTE AVE,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,731,7.0,6.0,69.0,02,,,2013,08/30/2020 03:45:17 PM,,,,,,,,,,,
501,10225325,HY411816,09/05/2015 04:40:00 PM,074XX S LANGLEY AVE,0460,BATTERY,SIMPLE,ALLEY,False,False,323,3.0,6.0,69.0,08B,1182184.0,1855739.0,2015,02/10/2018 03:50:01 PM,41.759367459,-87.607862507,"(41.759367459, -87.607862507)",31.0,21546.0,67.0,515.0,32.0,61.0,18.0,223.0
502,10225326,HY412411,09/06/2015 03:08:00 AM,025XX W 116TH PL,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,True,False,2212,22.0,19.0,75.0,06,1161376.0,1827294.0,2015,09/17/2015 11:37:18 AM,41.681765889,-87.684908533,"(41.681765889, -87.684908533)",33.0,4447.0,74.0,379.0,42.0,33.0,9.0,257.0
503,10225327,HY411766,04/15/2015 03:00:00 PM,074XX S SOUTH SHORE DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,334,3.0,7.0,43.0,26,1195764.0,1856629.0,2015,02/10/2018 03:50:01 PM,41.761484638,-87.55806373,"(41.761484638, -87.55806373)",43.0,22538.0,39.0,421.0,37.0,24.0,18.0,213.0
504,10225328,HY412369,09/06/2015 03:30:00 AM,001XX N LATROBE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,False,False,1523,15.0,28.0,25.0,04B,1141360.0,1900469.0,2015,02/10/2018 03:50:01 PM,41.882960832,-87.756382222,"(41.882960832, -87.756382222)",11.0,22216.0,26.0,674.0,23.0,32.0,25.0,84.0
505,10225329,HY412426,09/06/2015 04:47:00 AM,084XX S EXCHANGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,423,4.0,10.0,46.0,08B,1197281.0,1849677.0,2015,02/10/2018 03:50:01 PM,41.742370198,-87.552735082,"(41.742370198, -87.552735082)",47.0,21202.0,42.0,226.0,47.0,25.0,19.0,238.0
506,10225330,HY411429,09/05/2015 10:30:00 AM,021XX W CHURCHILL ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1434,14.0,32.0,24.0,06,1161922.0,1912168.0,2015,02/10/2018 03:50:01 PM,41.914659653,-87.680550487,"(41.914659653, -87.680550487)",16.0,22535.0,23.0,373.0,40.0,1.0,7.0,192.0
507,10225331,HY411496,09/04/2015 10:30:00 PM,047XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,2521,25.0,31.0,19.0,14,1144582.0,1915543.0,2015,02/10/2018 03:50:01 PM,41.924265486,-87.744170588,"(41.924265486, -87.744170588)",7.0,22615.0,19.0,289.0,17.0,2.0,6.0,176.0
508,10225338,HY412462,09/06/2015 06:05:00 AM,040XX S DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,213,2.0,3.0,38.0,08B,1176644.0,1877884.0,2015,02/10/2018 03:50:01 PM,41.820261979,-87.627499981,"(41.820261979, -87.627499981)",12.0,14924.0,4.0,414.0,9.0,37.0,24.0,102.0
509,10225339,HY412456,09/06/2015 03:30:00 AM,024XX W FLOURNOY ST,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,False,False,1135,11.0,2.0,28.0,06,1160317.0,1896964.0,2015,02/10/2018 03:50:01 PM,41.872971968,-87.686867896,"(41.872971968, -87.686867896)",48.0,21184.0,29.0,756.0,23.0,28.0,16.0,146.0
510,10225340,HY411558,09/05/2015 12:20:00 PM,013XX S LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1011,10.0,24.0,29.0,08B,1151918.0,1893645.0,2015,02/10/2018 03:50:01 PM,41.864033702,-87.717792133,"(41.864033702, -87.717792133)",36.0,21569.0,30.0,33.0,14.0,57.0,21.0,155.0
511,10225342,HY411520,09/03/2015 02:00:00 AM,045XX S LEAMINGTON AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,ALLEY,False,False,814,8.0,23.0,56.0,02,1142786.0,1874148.0,2015,02/10/2018 03:50:01 PM,41.810705897,-87.751800303,"(41.810705897, -87.751800303)",35.0,22268.0,53.0,604.0,28.0,7.0,13.0,112.0
512,10225343,HY412440,09/06/2015 05:48:00 AM,030XX E 100TH ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,True,False,431,4.0,10.0,51.0,18,1198057.0,1839123.0,2015,02/10/2018 03:50:01 PM,41.713389806,-87.550243676,"(41.713389806, -87.550243676)",47.0,21202.0,48.0,526.0,47.0,25.0,19.0,249.0
513,10225345,HY412468,09/05/2015 10:15:00 PM,122XX S HARVARD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,523,5.0,34.0,53.0,07,1176165.0,1823694.0,2015,02/10/2018 03:50:01 PM,41.671568737,-87.630880001,"(41.671568737, -87.630880001)",45.0,21861.0,50.0,60.0,22.0,19.0,10.0,218.0
514,10225346,HY412470,09/05/2015 07:00:00 PM,077XX S BENNETT AVE,0810,THEFT,OVER $500,STREET,False,False,414,4.0,8.0,43.0,06,1190211.0,1854095.0,2015,02/10/2018 03:50:01 PM,41.754666656,-87.578497099,"(41.754666656, -87.578497099)",9.0,22538.0,39.0,188.0,35.0,24.0,19.0,222.0
515,10225347,HY412453,09/06/2015 06:30:00 AM,013XX S KOMENSKY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,1011,10.0,24.0,29.0,08B,1149594.0,1893569.0,2015,02/10/2018 03:50:01 PM,41.863870557,-87.726325488,"(41.863870557, -87.726325488)",36.0,21569.0,30.0,761.0,14.0,57.0,21.0,155.0
516,11227503,JB146383,01/01/2015 12:01:00 AM,061XX S KILBOURN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,813,8.0,13.0,65.0,17,,,2015,04/12/2019 04:00:15 PM,,,,,,,,,,,
517,10225348,HY412302,09/06/2015 12:30:00 AM,022XX N WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,False,False,1431,14.0,1.0,22.0,05,1160001.0,1914718.0,2015,02/10/2018 03:50:01 PM,41.921696943,-87.687537431,"(41.921696943, -87.687537431)",16.0,22535.0,23.0,324.0,40.0,1.0,7.0,180.0
518,10225349,HY412480,09/06/2015 12:01:00 AM,071XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,False,False,833,8.0,13.0,65.0,14,1153542.0,1857042.0,2015,02/10/2018 03:50:01 PM,41.763557981,-87.712800734,"(41.763557981, -87.712800734)",23.0,21867.0,63.0,317.0,15.0,58.0,13.0,209.0
519,10225350,HY412477,09/05/2015 10:30:00 PM,052XX W ROSCOE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,1634,16.0,38.0,15.0,14,1140823.0,1922103.0,2015,02/10/2018 03:50:01 PM,41.942336833,-87.757821082,"(41.942336833, -87.757821082)",25.0,22618.0,15.0,361.0,17.0,21.0,12.0,26.0
520,10225351,HY412467,09/06/2015 07:00:00 AM,012XX N STATE PKWY,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,False,1824,18.0,43.0,8.0,26,1176070.0,1908457.0,2015,02/10/2018 03:50:01 PM,41.90416925,-87.628685126,"(41.90416925, -87.628685126)",22.0,14926.0,37.0,17.0,11.0,54.0,14.0,197.0
521,10225353,HY412452,09/06/2015 03:30:00 AM,052XX W WASHINGTON BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,1522,15.0,28.0,25.0,15,1141451.0,1900250.0,2015,02/10/2018 03:50:01 PM,41.88235819,-87.75605347,"(41.88235819, -87.75605347)",11.0,22216.0,26.0,674.0,23.0,32.0,25.0,84.0
522,10225355,HY412460,09/06/2015 06:35:00 AM,010XX N ASHLAND AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,1213,12.0,1.0,24.0,08B,1165530.0,1907297.0,2015,02/10/2018 03:50:01 PM,41.901217182,-87.667434152,"(41.901217182, -87.667434152)",41.0,21560.0,25.0,484.0,41.0,49.0,15.0,60.0
523,10225356,HY412485,09/05/2015 10:10:00 PM,035XX N SHEFFIELD AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1924,19.0,44.0,6.0,06,1168979.0,1923634.0,2015,02/10/2018 03:50:01 PM,41.945972598,-87.654290542,"(41.945972598, -87.654290542)",38.0,4449.0,57.0,211.0,25.0,22.0,5.0,28.0
524,10225357,HY412347,09/06/2015 02:45:00 AM,046XX N CENTRAL AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1622,16.0,45.0,15.0,08B,1138173.0,1930097.0,2015,02/10/2018 03:50:01 PM,41.964321551,-87.767367136,"(41.964321551, -87.767367136)",20.0,21869.0,15.0,94.0,50.0,48.0,12.0,58.0
525,10225360,HY412502,09/05/2015 10:00:00 PM,081XX S SAGINAW AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,True,False,422,4.0,7.0,46.0,05,1195257.0,1851468.0,2015,02/10/2018 03:50:01 PM,41.747334988,-87.560091897,"(41.747334988, -87.560091897)",43.0,21202.0,42.0,244.0,37.0,25.0,19.0,234.0
526,10225362,HY412498,09/06/2015 05:30:00 AM,074XX S HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,733,7.0,17.0,68.0,14,1172251.0,1855670.0,2015,02/10/2018 03:50:01 PM,41.759402215,-87.644268517,"(41.759402215, -87.644268517)",17.0,21559.0,66.0,511.0,32.0,11.0,17.0,215.0
